id,gender,seniorCitizen,partner,dependents,tenure,phoneService,multipleLines,internetService,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,contract,paperlessBilling,paymentMethod,monthlyCharges,totalCharges,churn,date
2939,Male,False,True,False,53,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,False,Bank transfer (automatic),97.75,5043.2,False,2024-05-13
2940,Male,True,False,False,12,True,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,True,Mailed check,83.8,1029.75,True,2024-05-10
2941,Male,True,False,False,53,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,54.45,2854.55,True,2025-03-26
2942,Male,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,True,Credit card (automatic),97.95,7114.25,False,2024-09-09
2943,Male,False,False,False,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,19.95,907.05,False,2024-09-14
2944,Male,False,False,False,40,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.6,973.95,False,2024-05-27
2945,Male,False,False,False,12,False,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,True,Bank transfer (automatic),50.95,605.75,False,2025-04-17
2946,Male,False,False,False,9,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,False,Electronic check,75.6,661.55,False,2025-05-01
2947,Female,False,True,True,51,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,80.75,4116.9,False,2025-03-10
2948,Male,False,True,True,49,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),90.4,4494.65,False,2024-11-23
2949,Male,True,True,False,41,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,99.8,4259.3,True,2024-11-24
2950,Female,False,False,False,56,True,No,DSL,Yes,No,Yes,Yes,No,No,One year,True,Credit card (automatic),60.25,3282.75,False,2024-10-28
2951,Male,False,False,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.2,55.7,False,2024-10-10
2952,Male,False,True,False,20,True,No,DSL,Yes,No,No,Yes,No,Yes,One year,True,Mailed check,64.15,1274.45,False,2025-03-22
2953,Female,False,True,True,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.25,493.95,False,2024-12-22
2954,Female,False,True,True,20,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),105.85,2239.65,True,2024-12-19
2955,Female,False,False,False,7,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,75.45,480.75,True,2025-02-04
2956,Male,False,False,False,7,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.85,635.6,True,2024-10-15
2957,Male,False,False,False,51,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,99.0,5038.15,False,2024-07-04
2958,Female,False,False,False,4,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,80.3,324.2,False,2024-09-23
2959,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.55,19.55,False,2025-02-09
2960,Male,False,True,True,27,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,False,Electronic check,100.75,2793.55,False,2025-04-05
2961,Male,False,False,False,22,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.75,2095.0,True,2025-01-29
2962,Male,False,False,False,12,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,53.75,648.65,False,2024-07-17
2963,Female,False,True,True,3,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,True,Mailed check,31.0,95.05,True,2024-10-29
2964,Female,False,True,True,34,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),25.6,917.15,False,2024-12-29
2965,Male,False,True,False,24,True,Yes,DSL,Yes,No,No,Yes,No,No,One year,True,Electronic check,58.35,1346.9,False,2025-04-04
2966,Male,False,False,False,51,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Credit card (automatic),80.0,4242.35,True,2024-10-05
2967,Female,True,False,False,14,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,46.35,672.7,False,2024-06-18
2968,Male,False,True,False,59,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,113.75,6561.25,False,2025-01-10
2969,Male,False,False,False,3,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,False,Electronic check,90.4,268.45,False,2024-10-12
2970,Female,False,True,True,65,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Electronic check,109.3,7337.55,False,2025-01-11
2971,Male,True,False,False,5,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.25,331.9,True,2024-12-21
2972,Female,False,True,True,59,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),90.3,5194.05,False,2025-04-23
2973,Male,False,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),65.25,4478.85,False,2024-11-27
2974,Female,False,True,True,62,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.15,6283.3,True,2024-06-23
2975,Male,False,False,False,28,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Credit card (automatic),94.5,2659.4,True,2024-08-17
2976,Male,False,False,False,3,True,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,False,Mailed check,60.65,196.9,False,2025-02-01
2977,Male,False,False,True,19,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),24.1,439.2,False,2024-12-25
2978,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.5,19.5,False,2024-06-19
2979,Male,False,False,False,24,True,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,True,Electronic check,85.95,2107.15,False,2025-02-09
2980,Male,True,False,False,57,True,No,DSL,No,No,Yes,Yes,No,No,One year,True,Electronic check,53.5,3035.8,False,2025-03-03
2981,Female,False,False,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.45,1866.45,False,2024-05-15
2982,Male,False,False,False,67,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.5,1430.95,False,2024-09-03
2983,Male,False,True,True,52,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),20.85,1071.6,False,2024-11-30
2984,Male,False,True,True,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.9,6457.15,False,2024-12-01
2985,Female,False,True,False,26,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,26.0,684.05,False,2025-01-03
2986,Female,False,False,False,35,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Mailed check,113.2,3914.05,False,2024-12-31
2987,Female,False,True,True,55,True,No,Fiber optic,No,No,No,No,No,No,Two year,True,Credit card (automatic),69.05,3842.6,False,2024-08-16
2988,Female,False,True,True,33,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.1,670.35,False,2024-10-14
2989,Male,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,109.65,7880.25,False,2025-03-15
2990,Male,False,False,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.2,19.2,False,2025-02-22
2991,Male,False,False,False,10,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Mailed check,33.9,298.45,True,2024-06-27
2992,Female,True,True,False,37,True,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,False,Electronic check,90.0,3371.75,False,2024-05-11
2993,Male,False,False,False,12,False,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Mailed check,34.0,442.45,False,2025-01-14
2994,Male,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.4,20.4,False,2024-12-06
2995,Male,False,True,False,62,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,True,Credit card (automatic),38.6,2345.55,False,2025-01-14
2996,Female,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),25.25,25.25,False,2024-09-14
2997,Female,False,False,False,18,True,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,True,Mailed check,60.6,1156.35,False,2025-02-16
2998,Male,True,True,False,69,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,89.95,6143.15,True,2025-03-27
2999,Male,False,False,False,2,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,74.75,144.8,False,2024-08-12
3000,Male,False,True,True,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.6,414.95,False,2024-10-23
3001,Male,False,False,False,12,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,84.45,1059.55,True,2025-01-14
3002,Male,False,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.4,181.8,False,2025-02-06
3003,Male,False,False,False,27,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,False,Electronic check,81.7,2212.55,False,2024-07-01
3004,Male,False,False,True,27,True,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,79.5,2180.55,True,2024-09-21
3005,Male,False,True,True,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Mailed check,89.15,89.15,True,2025-01-11
3006,Female,True,False,False,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.3,459.95,False,2024-08-28
3007,Male,True,False,False,14,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.95,1036.75,True,2025-04-26
3008,Female,True,False,False,32,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,74.4,2276.95,True,2025-01-24
3009,Female,False,False,False,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.0,211.95,False,2024-10-07
3010,Male,False,False,False,1,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,25.0,25.0,False,2024-07-05
3011,Male,True,False,True,38,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,80.45,3162.65,False,2024-08-11
3012,Female,False,True,True,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.75,210.65,False,2024-05-21
3013,Male,False,True,True,54,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,True,Credit card (automatic),65.65,3566.7,False,2025-03-06
3014,Female,False,False,False,29,True,Yes,DSL,No,No,No,No,Yes,Yes,One year,True,Credit card (automatic),71.0,2080.1,False,2025-04-28
3015,Male,True,True,False,44,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.2,4040.2,False,2025-01-20
3016,Male,False,True,True,59,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,86.75,5186.0,False,2024-11-23
3017,Female,False,False,False,3,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,55.3,196.15,True,2024-08-16
3018,Female,False,True,True,18,True,No,DSL,Yes,Yes,No,Yes,No,No,One year,True,Mailed check,61.5,1087.45,False,2024-09-22
3019,Male,True,False,False,67,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.1,1672.15,False,2025-02-13
3020,Female,False,True,True,22,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Electronic check,55.15,1206.05,True,2024-10-14
3021,Male,False,False,True,33,False,No phone service,DSL,Yes,No,No,Yes,No,No,One year,False,Credit card (automatic),34.05,1113.95,False,2024-06-29
3022,Male,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.95,107.05,False,2024-09-23
3023,Female,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.95,38.15,False,2025-02-07
3024,Male,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.7,6339.3,False,2024-08-10
3025,Male,False,False,True,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.4,184.1,False,2025-03-19
3026,Male,False,True,True,67,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,26.3,1688.9,False,2025-03-25
3027,Female,False,True,False,16,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,84.95,1378.25,True,2024-09-04
3028,Female,False,False,False,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.7,137.6,False,2024-08-27
3029,Male,False,False,False,5,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,True,Mailed check,43.25,219.0,True,2024-05-29
3030,Male,False,True,True,23,True,Yes,DSL,No,No,No,No,No,No,One year,True,Credit card (automatic),48.35,1067.15,True,2025-03-23
3031,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.55,79.55,True,2024-12-03
3032,Female,True,True,False,50,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.05,3444.85,True,2024-07-30
3033,Male,False,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.45,369.05,False,2024-07-07
3034,Female,False,True,False,68,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),110.8,7553.6,False,2025-02-12
3035,Male,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,84.5,84.5,True,2024-10-04
3036,Female,True,True,False,25,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.3,1813.1,False,2024-08-05
3037,Male,False,False,False,67,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,True,Bank transfer (automatic),49.35,3321.35,False,2024-11-28
3038,Male,False,False,False,32,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.35,707.5,False,2024-05-21
3039,Female,True,True,False,67,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,True,Electronic check,105.6,7112.15,False,2024-12-16
3040,Male,True,True,False,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),64.45,4641.1,False,2024-09-02
3041,Male,False,True,False,71,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),108.6,7690.9,True,2024-12-04
3042,Male,False,False,True,1,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,49.9,49.9,False,2025-04-12
3043,Male,False,False,False,46,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),30.3,1380.1,True,2025-01-13
3044,Female,True,False,False,2,False,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,30.4,78.65,True,2024-11-22
3045,Female,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.4,45.4,True,2024-09-26
3046,Female,False,True,False,48,True,No,DSL,No,Yes,Yes,No,No,Yes,One year,True,Electronic check,65.65,3094.65,False,2024-10-31
3047,Female,False,True,False,61,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),103.3,6518.35,False,2024-10-03
3048,Female,False,True,False,32,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,False,Bank transfer (automatic),84.15,2585.95,True,2024-05-15
3049,Female,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,44.45,82.7,False,2025-04-01
3050,Female,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,19.75,58.85,True,2025-02-11
3051,Female,False,False,False,5,True,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Credit card (automatic),85.4,425.9,True,2025-01-03
3052,Female,False,True,True,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),89.9,6342.7,False,2025-01-08
3053,Male,False,True,False,37,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,55.05,2030.75,False,2025-01-19
3054,Male,False,True,True,65,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),104.1,6700.05,False,2024-09-08
3055,Female,False,False,True,67,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),106.6,7244.7,False,2024-12-24
3056,Male,False,False,True,49,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),75.2,3678.3,True,2024-11-19
3057,Male,False,True,True,50,True,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,True,Credit card (automatic),70.5,3486.65,False,2024-06-04
3058,Male,False,True,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,19.6,411.15,False,2024-05-30
3059,Female,False,False,True,17,True,Yes,DSL,No,No,Yes,No,No,No,One year,True,Mailed check,55.85,937.5,True,2025-02-10
3060,Female,False,True,True,64,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.05,1559.15,False,2025-03-08
3061,Male,False,True,False,25,False,No phone service,DSL,No,No,Yes,No,Yes,No,One year,True,Credit card (automatic),38.1,970.4,False,2024-12-26
3062,Male,True,False,False,23,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,106.4,2483.5,True,2025-01-29
3063,Male,True,True,False,24,False,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Mailed check,34.25,828.2,False,2024-05-28
3064,Female,False,False,False,37,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.05,3810.55,False,2024-10-20
3065,Female,False,False,False,21,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,68.65,1493.2,False,2024-06-07
3066,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.8,45.8,False,2025-01-25
3067,Female,False,False,False,10,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,75.75,777.3,False,2025-05-02
3068,Male,False,False,False,6,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,84.4,556.35,True,2024-10-07
3069,Male,False,True,False,51,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,True,Credit card (automatic),96.4,4911.05,False,2024-06-01
3070,Female,False,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.55,187.35,False,2025-01-15
3071,Female,False,False,False,6,False,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,False,Credit card (automatic),50.95,307.6,False,2025-01-13
3072,Male,False,True,True,47,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Mailed check,90.5,4318.35,False,2024-05-14
3073,Female,False,True,True,61,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,True,Electronic check,79.4,4820.55,False,2024-06-02
3074,Female,False,False,False,52,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),58.75,3038.55,False,2025-01-07
3075,Female,False,True,True,35,True,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),59.45,2136.9,False,2024-06-07
3076,Male,False,True,False,71,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),105.7,7472.15,False,2025-04-01
3077,Female,False,False,False,6,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,56.25,389.1,True,2024-10-18
3078,Male,False,True,False,45,True,No,DSL,Yes,No,Yes,No,No,No,Two year,False,Credit card (automatic),53.3,2296.25,False,2025-01-07
3079,Female,True,False,False,2,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,85.55,187.45,True,2024-10-23
3080,Female,False,False,False,4,True,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),68.65,261.25,True,2024-12-12
3081,Male,False,False,False,2,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,24.3,38.45,False,2025-02-24
3082,Male,False,False,False,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,77.85,299.2,True,2024-10-27
3083,Male,False,False,False,51,True,Yes,DSL,Yes,No,No,Yes,No,No,One year,False,Credit card (automatic),59.9,3043.6,False,2024-08-26
3084,Male,False,True,True,60,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),23.95,1506.4,False,2024-08-04
3085,Male,False,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,20.15,163.7,False,2025-03-12
3086,Male,False,False,False,3,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),105.35,323.25,True,2024-08-08
3087,Male,False,False,False,17,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),95.65,1640.0,False,2024-11-10
3088,Female,False,False,False,8,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,87.05,762.1,True,2025-03-01
3089,Male,False,True,True,46,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Mailed check,81.0,3846.35,False,2024-12-27
3090,Female,False,False,False,68,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),82.45,5646.6,False,2024-07-20
3091,Male,False,False,False,1,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,53.5,53.5,True,2024-10-23
3092,Female,False,True,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.5,79.05,False,2024-09-25
3093,Female,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,25.1,25.1,True,2025-04-08
3094,Male,False,False,True,28,True,No,DSL,No,Yes,No,Yes,No,No,One year,True,Credit card (automatic),54.4,1516.6,False,2024-10-04
3095,Female,False,False,False,39,True,No,DSL,No,Yes,No,No,Yes,No,One year,True,Credit card (automatic),58.6,2224.5,False,2025-01-16
3096,Male,False,False,False,11,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,84.8,888.75,False,2024-08-03
3097,Female,False,True,False,71,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),61.4,4310.35,False,2025-01-28
3098,Male,False,False,True,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.4,42.9,False,2024-08-03
3099,Male,True,True,False,30,True,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Mailed check,79.65,2365.15,True,2024-11-23
3100,Female,False,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.15,353.65,False,2025-04-27
3101,Female,False,True,False,55,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),94.45,5073.1,False,2025-02-05
3102,Female,False,False,False,58,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),79.8,4526.85,False,2024-11-24
3103,Female,False,False,False,5,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Electronic check,54.2,308.25,True,2024-07-23
3104,Female,True,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,19.45,19.45,True,2024-08-02
3105,Male,True,False,False,9,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.05,678.45,False,2025-01-23
3106,Male,False,False,False,26,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),49.15,1237.3,False,2024-09-12
3107,Female,False,False,False,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.4,1023.95,False,2025-01-12
3108,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),113.65,8182.75,False,2024-10-29
3109,Female,False,False,True,43,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),106.0,4532.3,False,2025-02-23
3110,Male,False,False,False,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),25.95,1444.05,False,2024-08-02
3111,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.1,19.1,False,2024-06-06
3112,Male,False,True,True,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Electronic check,103.4,7372.65,True,2024-07-19
3113,Male,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,True,Bank transfer (automatic),100.55,7325.1,False,2025-03-20
3114,Male,False,True,False,36,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.4,3474.2,False,2024-07-04
3115,Male,False,False,False,5,True,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,False,Bank transfer (automatic),75.15,392.65,False,2025-01-29
3116,Female,False,False,False,13,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,84.45,1058.6,True,2024-10-10
3117,Female,True,False,False,44,True,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,False,Credit card (automatic),89.15,3990.75,False,2025-04-02
3118,Female,True,True,True,70,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Electronic check,107.9,7475.85,False,2024-09-26
3119,Male,False,False,False,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.5,835.5,False,2024-07-11
