id,gender,seniorCitizen,partner,dependents,tenure,phoneService,multipleLines,internetService,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,contract,paperlessBilling,paymentMethod,monthlyCharges,totalCharges,churn,date
733,Male,False,True,True,25,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,75.5,1901.05,False,2024-07-06
734,Female,False,True,True,72,True,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,False,Bank transfer (automatic),79.05,5730.7,False,2024-10-19
735,Female,False,True,False,27,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Bank transfer (automatic),90.15,2423.4,False,2024-09-15
736,Male,False,True,True,32,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,False,Credit card (automatic),50.6,1653.45,False,2024-05-26
737,Female,False,False,False,30,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),110.45,3327.05,False,2025-04-09
738,Male,False,True,False,70,True,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,False,Credit card (automatic),101.0,7085.5,False,2024-10-25
739,Male,True,False,False,42,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),79.35,3344.1,False,2025-03-03
740,Female,True,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),89.85,6697.35,False,2025-01-06
741,Female,False,False,False,47,True,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,True,Mailed check,65.0,2879.9,False,2024-07-04
742,Female,False,False,False,2,True,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,True,Electronic check,80.45,137.1,False,2024-05-14
743,Male,False,False,False,10,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,98.55,1008.55,True,2025-04-09
744,Female,False,True,True,61,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.1,1551.6,False,2024-09-29
745,Female,False,False,False,5,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),44.05,202.15,False,2025-01-02
746,Female,True,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),110.8,7882.25,False,2024-12-09
747,Male,True,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),114.95,8196.4,False,2024-10-27
748,Female,True,False,False,3,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Mailed check,75.05,202.9,False,2024-10-06
749,Male,False,True,False,48,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.25,855.1,False,2024-09-01
750,Female,False,False,False,63,True,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,True,Credit card (automatic),90.05,5817.0,False,2025-03-06
751,Female,False,False,False,27,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Mailed check,56.7,1652.95,False,2025-02-14
752,Male,False,True,True,70,True,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),80.15,5600.15,False,2025-01-30
753,Male,False,True,True,7,True,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,True,Credit card (automatic),71.35,515.75,False,2024-07-29
754,Male,False,False,True,0,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.25,,False,2025-03-02
755,Female,False,True,False,2,True,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,False,Electronic check,90.35,190.5,False,2024-06-20
756,Male,True,False,False,20,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,98.55,1842.8,True,2024-10-16
757,Male,False,False,False,66,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.7,1253.8,False,2024-06-17
758,Female,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.85,57.2,False,2024-07-15
759,Female,False,False,True,15,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),85.9,1269.55,True,2024-07-01
760,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,True,Bank transfer (automatic),90.35,6563.4,False,2024-12-02
761,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.8,20.8,False,2025-01-21
762,Female,False,False,False,22,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,89.25,1907.85,True,2024-07-23
763,Male,False,True,False,3,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,208.85,True,2025-04-15
764,Female,False,True,True,72,True,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),66.85,4758.8,False,2024-05-12
765,Male,False,True,True,65,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.9,1292.6,False,2024-11-26
766,Female,False,False,False,11,False,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,35.8,363.15,False,2024-07-27
767,Male,False,False,False,22,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,78.85,1600.25,False,2024-06-10
768,Male,False,False,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.4,275.7,False,2025-03-01
769,Male,False,False,False,41,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,74.25,3089.1,False,2024-05-17
770,Male,False,True,False,17,True,No,DSL,Yes,Yes,No,No,No,Yes,One year,False,Mailed check,64.8,1175.6,False,2025-03-09
771,Male,False,False,False,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.45,237.3,False,2025-04-13
772,Male,False,False,False,15,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.35,1444.65,True,2024-09-05
773,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,19.9,True,2024-11-09
774,Female,False,True,False,5,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,88.9,454.15,True,2025-05-01
775,Male,False,True,False,33,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,95.8,3036.75,True,2025-02-10
776,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),110.65,8065.65,False,2024-09-02
777,Female,False,True,True,3,False,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,False,Mailed check,40.3,92.5,False,2025-02-21
778,Male,False,False,False,2,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,82.0,184.65,True,2024-11-09
779,Female,False,True,False,59,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,True,Credit card (automatic),107.0,6152.3,False,2025-04-05
780,Male,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,45.35,89.5,True,2025-04-18
781,Male,False,True,True,71,True,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),73.35,5154.5,False,2024-11-01
782,Female,False,True,True,5,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.8,220.45,False,2025-01-03
783,Male,False,True,True,27,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),54.75,1510.3,False,2025-01-10
784,Female,False,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,52.2,52.2,True,2024-11-17
785,Male,False,False,True,63,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),40.6,2588.95,False,2025-02-07
786,Female,True,False,False,46,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,110.0,4874.8,True,2025-03-01
787,Male,False,True,True,72,True,Yes,DSL,Yes,No,No,No,No,No,Two year,False,Bank transfer (automatic),55.3,3983.6,False,2025-02-02
788,Female,False,True,False,34,True,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,True,Bank transfer (automatic),60.85,2003.6,False,2024-05-15
789,Female,False,True,True,24,True,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,False,Electronic check,78.4,1832.4,False,2024-05-16
790,Male,False,False,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),69.65,4908.25,False,2024-11-26
791,Female,False,True,True,60,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),59.85,3590.2,False,2024-05-10
792,Male,False,False,False,68,True,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,True,Credit card (automatic),76.9,5023.0,False,2025-01-30
793,Female,False,True,True,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.85,146.6,False,2024-11-28
794,Female,False,False,True,34,True,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),67.65,2339.3,False,2024-11-30
795,Female,False,False,False,6,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,False,Credit card (automatic),45.0,298.7,False,2025-02-26
796,Male,False,True,False,2,True,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,True,Mailed check,64.2,143.65,False,2025-01-11
797,Male,False,False,False,31,True,Yes,Fiber optic,No,No,No,Yes,No,No,One year,False,Credit card (automatic),81.7,2548.65,False,2024-09-19
798,Female,False,True,True,20,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Bank transfer (automatic),25.55,507.4,False,2024-08-06
799,Female,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Electronic check,20.0,20.0,False,2025-01-11
800,Male,False,False,False,62,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,96.75,6125.4,True,2024-05-27
801,Female,True,True,False,70,True,Yes,Fiber optic,No,No,No,No,No,No,Two year,True,Credit card (automatic),75.65,5411.4,False,2025-03-18
802,Female,False,False,False,10,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,98.5,1058.25,True,2024-09-23
803,Male,False,True,True,39,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,23.8,903.8,False,2025-01-12
804,Female,False,True,False,46,True,No,DSL,No,Yes,No,Yes,Yes,No,Two year,True,Credit card (automatic),64.2,3009.5,False,2024-11-02
805,Male,False,False,False,6,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,85.35,489.45,True,2025-02-11
806,Female,False,True,True,72,True,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),76.8,5468.45,False,2024-10-16
807,Male,False,False,False,18,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Credit card (automatic),55.2,1058.1,False,2025-01-08
808,Male,False,True,False,71,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),108.55,7616.0,False,2024-06-30
809,Male,False,True,False,40,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,101.3,4113.1,True,2025-04-08
810,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.55,69.55,True,2025-04-30
811,Male,False,False,False,58,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),103.25,6017.65,True,2024-12-23
812,Male,False,False,False,70,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),104.0,7250.15,True,2024-07-02
813,Female,False,True,False,42,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,25.25,1108.2,False,2025-02-16
814,Male,False,True,True,34,False,No phone service,DSL,Yes,No,No,No,No,No,One year,False,Bank transfer (automatic),30.4,938.65,False,2025-04-28
815,Male,True,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.05,94.15,False,2024-06-05
816,Female,False,False,False,25,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,84.6,2088.05,False,2024-07-20
817,Female,False,False,False,2,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,86.2,178.7,True,2024-11-04
818,Female,False,True,True,55,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),103.7,5656.75,False,2024-12-02
819,Male,False,True,False,21,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,111.2,2317.1,True,2024-10-13
820,Male,False,True,False,70,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,True,Credit card (automatic),88.0,5986.45,False,2024-06-25
821,Female,False,True,False,61,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,106.35,6751.35,False,2025-02-19
822,Male,False,True,True,43,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),79.15,3566.6,False,2025-01-07
823,Male,False,False,False,47,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,103.1,4889.3,False,2024-10-17
824,Male,False,False,False,5,True,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,True,Credit card (automatic),63.95,318.1,False,2024-08-09
825,Female,False,False,False,62,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.8,1563.95,False,2025-04-09
826,Female,False,True,True,16,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),89.45,1430.25,True,2025-02-05
827,Male,True,True,False,7,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),95.6,644.35,True,2025-01-12
828,Female,False,True,True,14,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,25.55,372.45,False,2024-12-21
829,Male,False,True,True,60,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,False,Electronic check,90.95,5453.4,True,2024-11-06
830,Male,False,True,True,34,False,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,True,Electronic check,44.85,1442.6,False,2025-02-15
831,Female,False,True,False,50,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,False,Electronic check,108.55,5610.7,True,2024-07-07
832,Male,False,True,True,38,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.05,963.95,False,2024-07-08
833,Female,False,True,True,70,True,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,False,Credit card (automatic),74.1,5222.3,False,2024-08-24
834,Female,False,True,True,37,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,88.8,3340.55,False,2025-03-14
835,Female,True,False,False,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,78.85,292.8,True,2025-03-06
836,Male,True,True,True,60,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,93.25,5774.55,False,2024-07-18
837,Male,False,True,True,62,True,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,False,Credit card (automatic),71.4,4487.3,False,2024-12-24
838,Male,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,44.4,44.4,True,2024-06-01
839,Male,False,False,False,36,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),79.2,2854.95,False,2024-08-08
840,Male,False,False,False,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.4,905.55,False,2024-10-19
841,Female,True,False,False,55,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,100.0,5509.3,True,2025-03-19
842,Female,False,True,False,72,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),105.0,7589.8,False,2024-10-22
843,Female,False,True,True,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.8,229.6,True,2024-07-26
844,Female,False,False,False,13,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),30.85,394.1,False,2024-10-26
845,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,89.9,89.9,True,2025-02-06
846,Female,False,True,True,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.55,295.95,False,2024-06-27
847,Female,False,False,False,65,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),84.85,5459.2,False,2024-11-22
848,Female,False,True,True,12,False,No phone service,DSL,Yes,No,No,Yes,No,No,One year,False,Credit card (automatic),33.15,444.75,False,2025-01-12
849,Male,False,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),92.0,6782.15,False,2024-08-14
850,Female,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.8,6510.45,False,2025-04-07
851,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),115.8,8476.5,False,2024-06-27
852,Male,False,False,True,52,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Mailed check,85.15,4461.85,False,2025-02-15
853,Male,False,False,False,2,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,24.85,62.0,False,2024-07-13
854,Female,False,False,False,5,True,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,64.35,352.65,False,2024-05-13
855,Female,False,False,False,68,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.5,1424.9,False,2024-10-25
856,Female,False,False,True,62,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,100.15,6413.65,True,2025-01-22
857,Male,False,False,False,72,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,False,Credit card (automatic),86.05,6309.65,False,2024-05-13
858,Male,False,False,False,1,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,50.8,50.8,True,2024-11-15
859,Female,False,True,False,66,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,False,Electronic check,89.0,5898.6,False,2024-07-04
860,Male,False,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),64.8,4719.75,False,2025-03-19
861,Male,False,False,False,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.8,457.3,False,2025-03-29
862,Male,False,True,True,64,True,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,False,Bank transfer (automatic),93.4,5822.3,False,2024-05-02
863,Male,True,True,False,20,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,73.65,1463.5,True,2024-09-21
864,Female,False,False,False,3,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.1,307.4,True,2025-04-06
865,Male,False,False,False,22,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),94.65,2104.55,True,2024-12-01
866,Male,False,True,False,4,True,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Mailed check,80.6,319.15,True,2024-05-23
867,Male,False,True,False,62,False,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,True,Bank transfer (automatic),39.0,2337.45,False,2025-01-17
868,Female,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.5,104.3,False,2025-03-18
869,Male,False,True,False,59,True,Yes,Fiber optic,No,No,No,No,No,Yes,One year,False,Electronic check,85.55,5084.65,True,2024-10-11
870,Male,False,False,True,3,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,26.4,121.25,False,2025-03-23
871,Female,False,True,False,72,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),98.2,7015.9,False,2024-11-29
872,Male,False,True,True,57,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),97.55,5598.0,False,2025-04-06
873,Male,False,False,True,66,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.95,1269.1,False,2025-03-06
874,Female,False,False,False,60,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,50.8,3027.4,True,2024-11-28
875,Male,False,False,True,45,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,False,Bank transfer (automatic),99.7,4634.35,False,2024-07-27
876,Female,False,False,False,3,False,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,True,Credit card (automatic),34.8,113.95,False,2025-03-10
877,Female,False,False,False,15,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,105.1,1582.75,True,2024-05-07
878,Female,False,False,True,51,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,False,Bank transfer (automatic),60.15,3077.0,False,2024-10-30
879,Female,False,False,False,60,True,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,False,Electronic check,64.75,4039.5,False,2024-05-25
880,Male,False,False,False,33,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,True,Bank transfer (automatic),54.65,1665.2,False,2024-11-29
881,Male,False,False,False,10,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,110.1,1043.3,True,2025-03-04
882,Male,True,False,False,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.3,504.2,False,2024-10-28
883,Female,False,False,False,6,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,83.9,497.55,True,2024-09-06
884,Female,False,True,False,67,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,111.25,7511.65,False,2024-06-13
885,Female,False,True,True,49,False,No phone service,DSL,Yes,No,No,Yes,No,No,One year,True,Credit card (automatic),35.8,1782.0,False,2024-06-22
886,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.05,20.05,False,2024-08-28
887,Female,True,False,False,7,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,84.35,609.65,False,2024-11-23
888,Female,True,False,False,27,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),110.5,2857.6,False,2024-09-06
889,Male,False,True,True,37,True,No,Fiber optic,No,No,No,No,Yes,Yes,One year,False,Credit card (automatic),91.2,3247.55,False,2024-07-04
890,Female,False,True,True,63,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,100.55,6215.35,True,2025-04-02
891,Male,False,True,True,31,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,False,Electronic check,89.3,2823.0,False,2024-09-01
892,Male,False,True,True,50,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),103.85,5017.9,True,2024-06-07
893,Male,True,False,False,32,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),81.1,2619.25,False,2024-07-04
894,Female,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,24.6,24.6,True,2024-12-24
895,Female,False,True,False,63,True,Yes,Fiber optic,No,No,No,Yes,No,No,One year,True,Credit card (automatic),81.2,4965.1,False,2024-07-16
896,Male,False,False,False,30,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Credit card (automatic),94.3,2679.7,False,2024-07-18
897,Male,False,True,False,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),116.1,8310.55,False,2025-01-08
898,Female,False,False,False,53,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,False,Electronic check,105.55,5682.25,False,2024-05-12
899,Female,False,False,False,12,True,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),98.9,1120.95,True,2024-07-14
900,Male,False,True,False,50,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Credit card (automatic),94.4,4914.9,False,2025-03-05
901,Female,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.5,27.55,False,2025-04-29
902,Female,False,False,False,9,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Credit card (automatic),98.3,923.5,True,2025-02-02
903,Male,False,False,False,17,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,93.85,1625.65,True,2025-03-12
904,Female,False,True,False,56,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Credit card (automatic),105.6,6068.65,False,2025-04-29
905,Male,False,True,True,67,True,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,False,Credit card (automatic),81.35,5398.6,False,2024-08-30
906,Male,True,False,False,9,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.5,918.6,True,2024-08-07
907,Male,False,False,False,4,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,56.4,234.85,False,2024-11-04
908,Male,False,False,False,19,True,No,DSL,No,Yes,No,Yes,No,Yes,One year,True,Bank transfer (automatic),65.35,1231.85,False,2024-08-29
909,Female,False,False,True,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.95,170.9,False,2024-05-16
910,Female,False,False,False,71,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,111.25,7984.15,False,2024-12-31
911,Male,True,False,False,10,True,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,72.85,688.65,True,2024-12-17
912,Female,True,False,False,15,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,False,Credit card (automatic),89.0,1288.3,False,2025-03-15
913,Male,False,True,True,72,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),106.1,7848.5,False,2025-02-27
